epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
235,692.348,2.58744,3.72711,13.2301,0.0106,2.68346,0.67266,0.6,0.60513,0.34916,0.56689,0.52,0.41645,0.20382,4.04598,8.69032,33.4252,0.04825,0,2.278e-05,2.278e-05,2.278e-05
236,695.246,2.46527,3.4102,12.9157,0.01017,3.00454,0.7193,0.56,0.60561,0.3524,0.57333,0.48,0.42687,0.20635,3.89797,8.7832,33.7155,0.04692,0,2.245e-05,2.245e-05,2.245e-05
237,698.046,2.84729,3.90144,15.0142,0.01265,2.65558,0.72006,0.56,0.60825,0.34725,0.58247,0.48,0.42959,0.21134,4.04736,8.97711,30.782,0.04873,0,2.212e-05,2.212e-05,2.212e-05
238,701.014,2.75111,3.69809,14.4258,0.01024,3.11988,0.70321,0.56,0.61723,0.35361,0.61235,0.50594,0.45066,0.21292,4.04969,8.97414,30.3785,0.04866,0,2.179e-05,2.179e-05,2.179e-05
239,703.801,2.93528,3.90246,15.2799,0.01364,2.42076,0.70469,0.56,0.61948,0.35431,0.6099,0.5008,0.44994,0.21078,4.06104,8.9452,30.3239,0.0486,0,2.146e-05,2.146e-05,2.146e-05
240,706.582,2.46837,3.55832,14.4744,0.01046,3.21159,0.77628,0.56,0.61542,0.34805,0.609,0.52,0.44246,0.20316,4.09574,8.89858,31.5324,0.04904,0,2.113e-05,2.113e-05,2.113e-05
241,709.568,2.54308,3.37573,11.8505,0.01053,2.51341,0.72649,0.56,0.62153,0.35219,0.57687,0.52,0.44719,0.20165,4.14916,8.90012,31.0464,0.04975,0,2.08e-05,2.08e-05,2.08e-05
242,712.616,2.53391,3.40241,14.2298,0.01141,2.45278,0.6574,0.6,0.62421,0.35977,0.5641,0.52,0.44496,0.2106,4.14856,9.08085,31.0779,0.04965,0,2.047e-05,2.047e-05,2.047e-05
243,715.446,2.72489,3.68042,14.1428,0.01181,2.26605,0.64839,0.56,0.61625,0.36041,0.5428,0.52,0.43767,0.21088,4.10674,9.13312,30.8358,0.04916,0,2.014e-05,2.014e-05,2.014e-05
244,718.477,2.7551,3.69919,14.2491,0.01299,3.15719,0.646,0.6,0.6254,0.36497,0.55882,0.52,0.44282,0.21135,4.1268,9.14139,29.8461,0.04944,0,1.981e-05,1.981e-05,1.981e-05
245,721.404,2.53213,3.26257,13.453,0.01238,2.81266,0.83297,0.52,0.6234,0.36229,0.5606,0.52,0.43879,0.21468,4.11381,9.10936,29.8918,0.04947,0,1.948e-05,1.948e-05,1.948e-05
246,724.351,2.41872,3.42879,12.1869,0.01041,2.55272,0.82079,0.52,0.62011,0.35924,0.54072,0.52,0.45214,0.22754,3.91028,8.95232,33.3943,0.04668,0,1.915e-05,1.915e-05,1.915e-05
247,727.153,2.70248,3.77994,14.4956,0.01307,3.27428,0.7276,0.56,0.62593,0.35984,0.56374,0.52,0.44796,0.22916,3.91584,8.93487,33.3443,0.04662,0,1.882e-05,1.882e-05,1.882e-05
248,730.042,2.45294,3.45335,13.1774,0.01119,2.40211,0.68436,0.56,0.61627,0.35937,0.51385,0.52,0.44477,0.23514,3.98185,9.05946,33.2211,0.04723,0,1.849e-05,1.849e-05,1.849e-05
249,732.855,2.71064,3.704,13.1395,0.01136,2.36657,0.69645,0.55101,0.61543,0.36207,0.51005,0.52,0.44517,0.23796,3.99489,9.11004,33.3706,0.04776,0,1.816e-05,1.816e-05,1.816e-05
250,735.769,2.56374,4.09329,14.3753,0.01056,2.33677,0.70935,0.58618,0.60781,0.37162,0.53024,0.52,0.43575,0.23639,3.98489,9.14483,32.0264,0.04793,0,1.783e-05,1.783e-05,1.783e-05
251,738.582,2.43103,3.55787,12.5839,0.00985,2.00032,0.69667,0.55157,0.61407,0.37361,0.48459,0.52,0.43394,0.24347,3.94692,9.15952,32.1035,0.04708,0,1.75e-05,1.75e-05,1.75e-05
252,741.56,2.44718,3.39743,11.4698,0.01286,2.32676,0.70861,0.58412,0.60856,0.36702,0.51077,0.56,0.44308,0.24914,3.8614,9.1536,32.2172,0.04585,0,1.717e-05,1.717e-05,1.717e-05
253,744.324,2.60296,3.71902,14.0397,0.01271,2.71108,0.70872,0.58442,0.60764,0.36761,0.51033,0.56,0.44158,0.24686,3.89377,9.17575,32.4172,0.04605,0,1.684e-05,1.684e-05,1.684e-05
254,747.243,2.5601,3.22477,12.2672,0.00955,2.03363,0.76687,0.56,0.62355,0.38125,0.53252,0.52,0.47385,0.2523,3.86739,9.12262,32.1819,0.04574,0,1.651e-05,1.651e-05,1.651e-05
255,750.117,2.44571,3.54453,13.1954,0.01037,4.05856,0.71283,0.59593,0.61756,0.37176,0.53317,0.52,0.46965,0.25444,3.86948,9.13171,32.2685,0.04595,0,1.618e-05,1.618e-05,1.618e-05
256,752.931,2.29034,3.31653,11.1136,0.00951,2.76038,0.73522,0.56,0.61035,0.37138,0.56349,0.52,0.45662,0.24842,3.82339,8.97704,32.3231,0.04551,0,1.585e-05,1.585e-05,1.585e-05
257,755.777,2.4905,3.69953,11.8468,0.01063,3.25776,0.76386,0.56,0.61323,0.3747,0.57971,0.52,0.45218,0.23667,3.71697,8.99582,32.3176,0.04431,0,1.552e-05,1.552e-05,1.552e-05
258,758.747,2.56702,3.55632,12.4103,0.01032,1.92593,0.76327,0.56,0.6147,0.37494,0.5502,0.52,0.45611,0.23245,3.74603,8.94855,32.4659,0.04442,0,1.519e-05,1.519e-05,1.519e-05
259,761.522,2.55248,3.3795,14.44,0.01,1.76469,0.76898,0.56,0.62235,0.37937,0.54974,0.52,0.45999,0.23774,3.74675,8.94665,32.6062,0.04448,0,1.486e-05,1.486e-05,1.486e-05
260,764.333,2.42144,3.51216,11.7476,0.00978,2.64659,0.76774,0.56,0.61509,0.37313,0.57269,0.52,0.45824,0.23107,3.76201,8.94637,32.9891,0.04435,0,1.453e-05,1.453e-05,1.453e-05
261,767.195,2.5422,3.68581,13.2619,0.0096,2.15434,0.66336,0.63087,0.61052,0.37283,0.57944,0.55141,0.4574,0.22723,3.76263,8.87746,33.0852,0.04426,0,1.42e-05,1.42e-05,1.42e-05
262,770.054,2.57105,3.4669,12.4583,0.00922,2.36304,0.78322,0.56,0.62071,0.37425,0.61983,0.52,0.4616,0.22688,3.74835,8.84385,33.1596,0.04396,0,1.387e-05,1.387e-05,1.387e-05
263,772.841,2.58418,3.76126,13.3528,0.01061,2.15173,0.77926,0.56,0.62374,0.37244,0.63132,0.52,0.467,0.23159,3.72484,8.83074,33.3301,0.04347,0,1.354e-05,1.354e-05,1.354e-05
